hh1,hh2,b04_district,strate,b05_region,b06_departemen,b07_souspref,b08_commune,b09_zd,b10_nomvillag,b11_quartcpt,milieu,department,density,_merge
593,1,8,agneby-tiassa,agneby-tiassa,sikensi,gomon,non communal,40080,GOMON,GOMOM,Urbain,sikensi,101.8688311688312,Matched (3)
596,8,8,agneby-tiassa,agneby-tiassa,sikensi,sikensi,communal,60250,BECEDI,BECEDI,Rural,sikensi,101.8688311688312,Matched (3)
593,4,8,agneby-tiassa,agneby-tiassa,sikensi,gomon,non communal,40080,GOMON,GOMON,Urbain,sikensi,101.8688311688312,Matched (3)
596,6,8,agneby-tiassa,agneby-tiassa,sikensi,sikensi,communal,60250,BECEDI,BECEDI,Rural,sikensi,101.8688311688312,Matched (3)
593,11,8,agneby-tiassa,agneby-tiassa,sikensi,gomon,non communal,40080,GOMON,GOMON,Urbain,sikensi,101.8688311688312,Matched (3)
605,1,8,agneby-tiassa,agneby-tiassa,sikensi,sikensi,non communal,60080,BATERA,BATERA,Rural,sikensi,101.8688311688312,Matched (3)
595,3,8,agneby-tiassa,agneby-tiassa,sikensi,sikensi,communal,240,SIKENSI,CHATEAU,Urbain,sikensi,101.8688311688312,Matched (3)
593,12,8,agneby-tiassa,agneby-tiassa,sikensi,sikensi,non communal,40080,GOMON,GOMON,Urbain,sikensi,101.8688311688312,Matched (3)
596,9,8,agneby-tiassa,agneby-tiassa,sikensi,sikensi,communal,60250,BECEDI,DALLAS,Rural,sikensi,101.8688311688312,Matched (3)
595,11,8,agneby-tiassa,agneby-tiassa,sikensi,sikensi,communal,240,SIKENSI,CHATEAU,Urbain,sikensi,101.8688311688312,Matched (3)
595,12,8,agneby-tiassa,agneby-tiassa,sikensi,sikensi,communal,240,SIKENSI,CHATEAU,Urbain,sikensi,101.8688311688312,Matched (3)
594,4,8,agneby-tiassa,agneby-tiassa,sikensi,sikensi,communal,160,SIKENSI,RESIDENTIEL,Urbain,sikensi,101.8688311688312,Matched (3)
595,7,8,agneby-tiassa,agneby-tiassa,sikensi,sikensi,communal,240,SIKENSI,CHATEAU,Urbain,sikensi,101.8688311688312,Matched (3)
595,5,8,agneby-tiassa,agneby-tiassa,sikensi,sikensi,communal,240,SIKENSI,CHATEAU,Urbain,sikensi,101.8688311688312,Matched (3)
593,2,8,agneby-tiassa,agneby-tiassa,sikensi,gomon,non communal,40080,GOMON,GOMON,Urbain,sikensi,101.8688311688312,Matched (3)
593,10,8,agneby-tiassa,agneby-tiassa,sikensi,gomon,non communal,40080,GOMON,GOMON,Urbain,sikensi,101.8688311688312,Matched (3)
594,2,8,agneby-tiassa,agneby-tiassa,sikensi,sikensi,communal,160,SIKENSI,RESIDENTIEL,Urbain,sikensi,101.8688311688312,Matched (3)
593,7,8,agneby-tiassa,agneby-tiassa,sikensi,gomon,non communal,40080,GOMON,GOMON,Urbain,sikensi,101.8688311688312,Matched (3)
594,6,8,agneby-tiassa,agneby-tiassa,sikensi,sikensi,communal,160,SIKENSI,RESIDENTIEL,Urbain,sikensi,101.8688311688312,Matched (3)
595,9,8,agneby-tiassa,agneby-tiassa,sikensi,sikensi,communal,240,SIKENSI,CHATEAU,Urbain,sikensi,101.8688311688312,Matched (3)
595,1,8,agneby-tiassa,agneby-tiassa,sikensi,sikensi,communal,240,SIKENSI,CHATEAU,Urbain,sikensi,101.8688311688312,Matched (3)
593,8,8,agneby-tiassa,agneby-tiassa,sikensi,gomon,non communal,40080,GOMON,GOMON,Urbain,sikensi,101.8688311688312,Matched (3)
596,2,8,agneby-tiassa,agneby-tiassa,sikensi,sikensi,communal,6250,BECEDI,BECEDI,Rural,sikensi,101.8688311688312,Matched (3)
595,6,8,agneby-tiassa,agneby-tiassa,sikensi,sikensi,communal,240,SIKENSI,CHATEAU,Urbain,sikensi,101.8688311688312,Matched (3)
596,1,8,agneby-tiassa,agneby-tiassa,sikensi,sikensi,communal,60250,BECEDI,BECEDI,Rural,sikensi,101.8688311688312,Matched (3)
595,8,8,agneby-tiassa,agneby-tiassa,sikensi,sikensi,communal,240,SIKENSI,CHATEAU,Urbain,sikensi,101.8688311688312,Matched (3)
594,12,8,agneby-tiassa,agneby-tiassa,sikensi,sikensi,communal,160,SIKENSI,RESIDENTIEL,Urbain,sikensi,101.8688311688312,Matched (3)
596,3,8,agneby-tiassa,agneby-tiassa,sikensi,sikensi,communal,60250,BECEDI,JERUSALEM,Rural,sikensi,101.8688311688312,Matched (3)
596,12,8,agneby-tiassa,agneby-tiassa,sikensi,sikensi,communal,60250,BECEDI,DALLAS,Rural,sikensi,101.8688311688312,Matched (3)
191,10,11,poro,poro,sinematiali,sinematiali,communal,60010,SINEMATIALI,FOUGNIGUEKAHA,Rural,sinematiali,114.9254901960784,Matched (3)
192,5,11,poro,poro,sinematiali,sinematiali,non communal,60120,KPONGOKAHA,,Rural,sinematiali,114.9254901960784,Matched (3)
192,4,11,poro,poro,sinematiali,sinematiali,non communal,192,KPONGOKAHA,KPONGOKAH,Rural,sinematiali,114.9254901960784,Matched (3)
192,10,11,poro,poro,sinematiali,sinematiali,non communal,60120,LAGNIGUEKAHA,M,Rural,sinematiali,114.9254901960784,Matched (3)
191,8,11,poro,poro,sinematiali,sinematiali,communal,60010,SINEMATIALI,YEBEHOUIGNONKAHA,Rural,sinematiali,114.9254901960784,Matched (3)
192,2,11,poro,poro,sinematiali,sinematiali,non communal,192,KPONGOKAHA,KPONGOKAHA,Rural,sinematiali,114.9254901960784,Matched (3)
192,9,11,poro,poro,sinematiali,sinematiali,communal,60120,KAPOKAHA,KAPOKAHA,Rural,sinematiali,114.9254901960784,Matched (3)
190,4,11,poro,poro,sinematiali,bahouakaha,non communal,60010,KAGNIBELEKAHA,KAGNIBELEKAHA,Rural,sinematiali,114.9254901960784,Matched (3)
190,12,11,poro,poro,sinematiali,bahouakaha,non communal,60010,NAMEKAHA,NAMEKAHA,Rural,sinematiali,114.9254901960784,Matched (3)
192,11,11,poro,poro,sinematiali,sinematiali,communal,60120,LAGNIGUEKAHA,,Rural,sinematiali,114.9254901960784,Matched (3)
192,8,11,poro,poro,sinematiali,sinematiali,communal,60120,KAPOKAHA,KAPOKAHA,Rural,sinematiali,114.9254901960784,Matched (3)
191,11,11,poro,poro,sinematiali,sinematiali,communal,60010,SINEMATIALI,NANGOROKAHA,Rural,sinematiali,114.9254901960784,Matched (3)
190,10,11,poro,poro,sinematiali,bahouakaha,non communal,60010,LADOUNKAHA,LADOUNKAHA,Rural,sinematiali,114.9254901960784,Matched (3)
191,12,11,poro,poro,sinematiali,sinematiali,communal,60010,SINEMATIALI,NANGOROKAHA,Rural,sinematiali,114.9254901960784,Matched (3)
190,3,11,poro,poro,sinematiali,sinematiali,non communal,60010,KANIBELEKAHA,KANIBELEKAHA,Rural,sinematiali,114.9254901960784,Matched (3)
190,8,11,poro,poro,sinematiali,bahouakaha,non communal,60010,POROMOUKAHA,POROMOUKAHA,Rural,sinematiali,114.9254901960784,Matched (3)
192,12,11,poro,poro,sinematiali,sinematiali,non communal,60120,LAGNIGUEKAHA,,Rural,sinematiali,114.9254901960784,Matched (3)
191,2,11,poro,poro,sinematiali,sinematiali,non communal,60010,YEGNONKAHA,,Rural,sinematiali,114.9254901960784,Matched (3)
191,7,11,poro,poro,sinematiali,sinematiali,communal,60010,YEBEHOUIGNONKAHA,YEBEHOUIGNONKAHA,Rural,sinematiali,114.9254901960784,Matched (3)
191,9,11,poro,poro,sinematiali,sinematiali,communal,60010,SINEMATIALI,FOUGNIGUEKAHA,Rural,sinematiali,114.9254901960784,Matched (3)
190,5,11,poro,poro,sinematiali,bahouakaha,non communal,60010,KAGNIBELEKAHA,KAGNIBELEKAHA,Rural,sinematiali,114.9254901960784,Matched (3)
190,1,11,poro,poro,sinematiali,sinematiali,non communal,60010,DOKINIKAHA,DOKINIKAHA,Rural,sinematiali,114.9254901960784,Matched (3)
192,6,11,poro,poro,sinematiali,sinematiali,communal,60120,DONAKPAKAHA,DONAKPAKAHA,Rural,sinematiali,114.9254901960784,Matched (3)
190,6,11,poro,poro,sinematiali,bahouakaha,non communal,60010,LADONAKAHA,LADONAKAHA,Rural,sinematiali,114.9254901960784,Matched (3)
191,4,11,poro,poro,sinematiali,sinematiali,non communal,60010,YEBEHOUIGNONKAHA,,Rural,sinematiali,114.9254901960784,Matched (3)
190,7,11,poro,poro,sinematiali,bahouakaha,non communal,60010,POROMOUKAHA,POROMOUKAHA,Rural,sinematiali,114.9254901960784,Matched (3)
192,1,11,poro,poro,sinematiali,sinematiali,non communal,192,KPONGOKAHA,KPONGOKAHA,Rural,sinematiali,114.9254901960784,Matched (3)
192,7,11,poro,poro,sinematiali,sinematiali,communal,60120,CPT DONVOGO,CPT DONVOGO,Rural,sinematiali,114.9254901960784,Matched (3)
191,3,11,poro,poro,sinematiali,sinematiali,non communal,60010,YEGNONKAHA,,Rural,sinematiali,114.9254901960784,Matched (3)
192,3,11,poro,poro,sinematiali,sinematiali,non communal,192,KPONGOKAHA,KPONGOKAHA,Rural,sinematiali,114.9254901960784,Matched (3)
190,11,11,poro,poro,sinematiali,bahouakaha,non communal,60010,NAMEKAHA,NAMEKAHA,Rural,sinematiali,114.9254901960784,Matched (3)
190,2,11,poro,poro,sinematiali,sinematiali,non communal,60010,KANIBELEKAHA,KANIBELEKAHA,Rural,sinematiali,114.9254901960784,Matched (3)
191,6,11,poro,poro,sinematiali,sinematiali,communal,60010,YEBEHOUIGNONKAHA,YEBEHOUIGNONKAHA,Rural,sinematiali,114.9254901960784,Matched (3)
191,5,11,poro,poro,sinematiali,sinematiali,communal,60010,SINEMATIALI,YEBEHOUIGNONKAHA,Rural,sinematiali,114.9254901960784,Matched (3)
190,9,11,poro,poro,sinematiali,bahouakaha,non communal,60010,LADOUNKAHA,LADOUNKAHA,Rural,sinematiali,114.9254901960784,Matched (3)
191,1,11,poro,poro,sinematiali,sinematiali,communal,60010,SINEMATIALI,PELEBINVOGO,Rural,sinematiali,114.9254901960784,Matched (3)
470,8,10,marahoue,marahoue,sinfra,sinfra,communal,310,SINFRA,DIOULABOUGOU,Urbain,sinfra,147.8354037267081,Matched (3)
466,11,10,marahoue,marahoue,sinfra,bazre,non communal,60080,GOHOUO,DJOKOKRO,Rural,sinfra,147.8354037267081,Matched (3)
472,10,10,marahoue,marahoue,sinfra,sinfra,non communal,60170,SINFRA,LAMINE DOUGOU,Rural,sinfra,147.8354037267081,Matched (3)
466,7,10,marahoue,marahoue,sinfra,bazre,non communal,60080,GOHOUO,N GORANKRO,Rural,sinfra,147.8354037267081,Matched (3)
466,6,10,marahoue,marahoue,sinfra,bazre,non communal,60080,GOHOUO,N GORANKRO,Rural,sinfra,147.8354037267081,Matched (3)
466,10,10,marahoue,marahoue,sinfra,bazre,non communal,60080,GOHOUO,DJOKOKRO,Rural,sinfra,147.8354037267081,Matched (3)
475,10,10,marahoue,marahoue,sinfra,sinfra,non communal,60440,SINFRA,KOUADIOTEKRO,Rural,sinfra,147.8354037267081,Matched (3)
467,10,10,marahoue,marahoue,sinfra,kononfla,non communal,40170,KONONFLA,RESIDENTIEL,Urbain,sinfra,147.8354037267081,Matched (3)
470,7,10,marahoue,marahoue,sinfra,sinfra,communal,310,SINFRA,DIOULABOUGOU,Urbain,sinfra,147.8354037267081,Matched (3)
468,11,10,marahoue,marahoue,sinfra,kononfla,non communal,60040,DIENEBROUFLA,TINGUINKRO,Rural,sinfra,147.8354037267081,Matched (3)
467,5,10,marahoue,marahoue,sinfra,kononfla,non communal,40170,KONONFLA,RESIDENTIEL,Urbain,sinfra,147.8354037267081,Matched (3)
470,4,10,marahoue,marahoue,sinfra,sinfra,communal,310,SINFRA,DIOULABOUGOU,Urbain,sinfra,147.8354037267081,Matched (3)
471,6,10,marahoue,marahoue,sinfra,sinfra,non communal,60120,KOUADIOKRO,DJIBOFLA,Rural,sinfra,147.8354037267081,Matched (3)
467,3,10,marahoue,marahoue,sinfra,kononfla,non communal,40170,KONONFLA,RESIDENTIEL,Urbain,sinfra,147.8354037267081,Matched (3)
466,9,10,marahoue,marahoue,sinfra,bazre,non communal,60080,GOHOUO,DJOKOKRO,Rural,sinfra,147.8354037267081,Matched (3)
474,8,10,marahoue,marahoue,sinfra,sinfra,non communal,60360,PORABENEBLA,,Rural,sinfra,147.8354037267081,Matched (3)
466,4,10,marahoue,marahoue,sinfra,bazre,non communal,60080,GOHOUO,BERTHEDOUGOU,Rural,sinfra,147.8354037267081,Matched (3)
466,1,10,marahoue,marahoue,sinfra,bazre,non communal,60080,GOHOUO,BERTEDOUGOU,Rural,sinfra,147.8354037267081,Matched (3)
469,8,10,marahoue,marahoue,sinfra,kononfla,non communal,60150,KOUADIOKRO GOLY,KOUADIOKRO GOLY,Rural,sinfra,147.8354037267081,Matched (3)
466,12,10,marahoue,marahoue,sinfra,bazre,non communal,60080,GOHOUO,N GORANKRO,Rural,sinfra,147.8354037267081,Matched (3)
470,12,10,marahoue,marahoue,sinfra,sinfra,communal,310,SINFRA,DIOULABOUGOU,Urbain,sinfra,147.8354037267081,Matched (3)
474,11,10,marahoue,marahoue,sinfra,sinfra,communal,60360,PORABENEFLA,BINFLA,Rural,sinfra,147.8354037267081,Matched (3)
467,12,10,marahoue,marahoue,sinfra,kononfla,non communal,40170,KONONFLA,RESIDENTIEL,Urbain,sinfra,147.8354037267081,Matched (3)
475,7,10,marahoue,marahoue,sinfra,sinfra,non communal,60440,SINFRA,KOUADIOTEKRO,Rural,sinfra,147.8354037267081,Matched (3)
467,7,10,marahoue,marahoue,sinfra,kononfla,non communal,40170,KONONFLA,RESIDENTIEL,Urbain,sinfra,147.8354037267081,Matched (3)
474,5,10,marahoue,marahoue,sinfra,sinfra,non communal,60360,PORABENEBLA,DERNOUFLA,Rural,sinfra,147.8354037267081,Matched (3)
469,2,10,marahoue,marahoue,sinfra,kononfla,non communal,60150,KOUADIOKRO,KOUADIOKRO,Rural,sinfra,147.8354037267081,Matched (3)
469,4,10,marahoue,marahoue,sinfra,kononfla,non communal,60150,KOUADIOKRO,KOUADIOKRO,Rural,sinfra,147.8354037267081,Matched (3)
474,9,10,marahoue,marahoue,sinfra,sinfra,communal,60360,PORABENEFLA,DIOULABOUGOU,Rural,sinfra,147.8354037267081,Matched (3)
471,1,10,marahoue,marahoue,sinfra,sinfra,non communal,60120,SINFRA,KOFFIKRO,Rural,sinfra,147.8354037267081,Matched (3)
467,4,10,marahoue,marahoue,sinfra,kononfla,non communal,40170,KONONFLA,RESIDENTIEL,Urbain,sinfra,147.8354037267081,Matched (3)
474,12,10,marahoue,marahoue,sinfra,sinfra,communal,60360,PORABENEFLA,SERIPELIE,Rural,sinfra,147.8354037267081,Matched (3)
468,8,10,marahoue,marahoue,sinfra,kononfla,non communal,60040,DIENEMBROUFLA,AHOUSSAKRO,Rural,sinfra,147.8354037267081,Matched (3)
473,4,10,marahoue,marahoue,sinfra,sinfra,non communal,60320,BROUFLA,,Rural,sinfra,147.8354037267081,Matched (3)
471,10,10,marahoue,marahoue,sinfra,sinfra,non communal,60120,SINFRA,YAO BAKANKRO,Rural,sinfra,147.8354037267081,Matched (3)
472,11,10,marahoue,marahoue,sinfra,sinfra,non communal,60170,,,Rural,sinfra,147.8354037267081,Matched (3)
473,8,10,marahoue,marahoue,sinfra,sinfra,communal,60320,TIEZANKRO2,,Rural,sinfra,147.8354037267081,Matched (3)
472,12,10,marahoue,marahoue,sinfra,sinfra,non communal,60170,SEYDOU KONE,SEYDOU KONE,Rural,sinfra,147.8354037267081,Matched (3)
469,6,10,marahoue,marahoue,sinfra,kononfla,non communal,60150,KOUADIOKRO,KOUADIOKRO,Rural,sinfra,147.8354037267081,Matched (3)
474,7,10,marahoue,marahoue,sinfra,sinfra,non communal,60360,PORABENEFLA,NOUVEAU QUARTIER,Rural,sinfra,147.8354037267081,Matched (3)
468,6,10,marahoue,marahoue,sinfra,kononfla,non communal,60040,DIENEBROUFLA,AHOUSSIAKRO,Rural,sinfra,147.8354037267081,Matched (3)
473,3,10,marahoue,marahoue,sinfra,sinfra,communal,60230,BROUFLA,KOUAMEZRA,Rural,sinfra,147.8354037267081,Matched (3)
468,2,10,marahoue,marahoue,sinfra,kononfla,non communal,60040,DIENEMBROUKRO,BROUKRO,Rural,sinfra,147.8354037267081,Matched (3)
475,1,10,marahoue,marahoue,sinfra,sinfra,non communal,60440,KOUADIOTEKRO,KOUADIOTEKRO,Rural,sinfra,147.8354037267081,Matched (3)
471,4,10,marahoue,marahoue,sinfra,sinfra,non communal,60120,SINFRA,FOFANANKRO,Rural,sinfra,147.8354037267081,Matched (3)
473,12,10,marahoue,marahoue,sinfra,sinfra,communal,60230,TIEZANKRO 2,TOPKA KOUAKOUKRO,Rural,sinfra,147.8354037267081,Matched (3)
468,1,10,marahoue,marahoue,sinfra,kononfla,non communal,60040,DIENEMBROUFLA,BROUKRO,Rural,sinfra,147.8354037267081,Matched (3)
475,12,10,marahoue,marahoue,sinfra,sinfra,non communal,60440,SINFRA,KOUADIOTEKRO,Rural,sinfra,147.8354037267081,Matched (3)
470,6,10,marahoue,marahoue,sinfra,sinfra,communal,310,SINFRA,DIOULABOUGOU,Urbain,sinfra,147.8354037267081,Matched (3)
475,4,10,marahoue,marahoue,sinfra,sinfra,non communal,60440,SINFRA,KOUDIOTEKRO,Rural,sinfra,147.8354037267081,Matched (3)
475,8,10,marahoue,marahoue,sinfra,sinfra,non communal,60440,KOUADIOTEKRO,KOUADIOTEKRO,Rural,sinfra,147.8354037267081,Matched (3)
475,9,10,marahoue,marahoue,sinfra,sinfra,non communal,60440,KOUADIOTEKRO,KOUADIOTEKRO,Rural,sinfra,147.8354037267081,Matched (3)
473,5,10,marahoue,marahoue,sinfra,sinfra,communal,60230,TIEZANKRO 2,NOUVEAU QUARTIIER,Rural,sinfra,147.8354037267081,Matched (3)
472,9,10,marahoue,marahoue,sinfra,sinfra,non communal,60170,LAMINEDOUGOU,LAMINEDOUGOU,Rural,sinfra,147.8354037267081,Matched (3)
472,8,10,marahoue,marahoue,sinfra,sinfra,non communal,60170,SINFRA,LAMINE DOUGOU,Rural,sinfra,147.8354037267081,Matched (3)
472,6,10,marahoue,marahoue,sinfra,sinfra,non communal,60170,DIANDA ADAMA,DIANDA ADAMA,Rural,sinfra,147.8354037267081,Matched (3)
469,5,10,marahoue,marahoue,sinfra,kononfla,non communal,60150,KOUADIOKRO GOLY,KOUADIOKRO GOLY,Rural,sinfra,147.8354037267081,Matched (3)
469,9,10,marahoue,marahoue,sinfra,kononfla,non communal,60150,KOUADIOKRO,KOUADIOKRO,Rural,sinfra,147.8354037267081,Matched (3)
472,4,10,marahoue,marahoue,sinfra,sinfra,non communal,60170,SINFRA,ILBOUDO TANGA,Rural,sinfra,147.8354037267081,Matched (3)
472,3,10,marahoue,marahoue,sinfra,sinfra,non communal,60170,SINFRA,SIDIBE SEYDOU,Rural,sinfra,147.8354037267081,Matched (3)
471,11,10,marahoue,marahoue,sinfra,sinfra,non communal,10,KOUADIOKRO,YAOBAKANKRO,Rural,sinfra,147.8354037267081,Matched (3)
466,8,10,marahoue,marahoue,sinfra,bazre,non communal,60080,GOHOUO,DJOKOKRO,Rural,sinfra,147.8354037267081,Matched (3)
471,12,10,marahoue,marahoue,sinfra,sinfra,non communal,60120,SINFRA,YAO BAKANKRO,Rural,sinfra,147.8354037267081,Matched (3)
471,8,10,marahoue,marahoue,sinfra,sinfra,non communal,60120,KOUADIOKRO,YAOBAKANKRO,Rural,sinfra,147.8354037267081,Matched (3)
470,5,10,marahoue,marahoue,sinfra,sinfra,communal,310,SINFRA,DIOULABOUGOU,Urbain,sinfra,147.8354037267081,Matched (3)
469,11,10,marahoue,marahoue,sinfra,kononfla,non communal,60150,KOUADIOKRO,KOUADIOKRO,Rural,sinfra,147.8354037267081,Matched (3)
474,6,10,marahoue,marahoue,sinfra,sinfra,non communal,60360,PORABENEFLA,DERNOUFLA,Rural,sinfra,147.8354037267081,Matched (3)
467,9,10,marahoue,marahoue,sinfra,kononfla,non communal,40170,KONONFLA,RESIDENTIEL,Urbain,sinfra,147.8354037267081,Matched (3)
469,10,10,marahoue,marahoue,sinfra,kononfla,non communal,60150,KOUADIOKRO GOLY,KOUADIOKRO GOLY,Rural,sinfra,147.8354037267081,Matched (3)
468,5,10,marahoue,marahoue,sinfra,kononfla,non communal,60040,DIENEMBOUFLA,BONIYAOKRO,Rural,sinfra,147.8354037267081,Matched (3)
475,2,10,marahoue,marahoue,sinfra,sinfra,non communal,60440,KOUADIOTEKRO,KOUADIOTEKRO,Rural,sinfra,147.8354037267081,Matched (3)
472,7,10,marahoue,marahoue,sinfra,sinfra,non communal,60170,BENHUAFLA,LAMINEDOUGOU,Rural,sinfra,147.8354037267081,Matched (3)
469,3,10,marahoue,marahoue,sinfra,kononfla,non communal,60150,KOUADIOKRO,KOUADIOKRO,Rural,sinfra,147.8354037267081,Matched (3)
473,11,10,marahoue,marahoue,sinfra,sinfra,communal,60230,TIEZANKRO,TOPKA KOUAKOUKRO,Rural,sinfra,147.8354037267081,Matched (3)
470,3,10,marahoue,marahoue,sinfra,sinfra,communal,310,SINFRA,DIOULABOUGOU,Urbain,sinfra,147.8354037267081,Matched (3)
467,6,10,marahoue,marahoue,sinfra,kononfla,non communal,40170,KONONFLA,RESIDENTIEL,Urbain,sinfra,147.8354037267081,Matched (3)
466,2,10,marahoue,marahoue,sinfra,bazre,non communal,60080,GOHOUO,GOHIBOKRO,Rural,sinfra,147.8354037267081,Matched (3)
468,9,10,marahoue,marahoue,sinfra,kononfla,non communal,60040,DIENEBROUFLA,AHOUSSIAKRO,Rural,sinfra,147.8354037267081,Matched (3)
469,7,10,marahoue,marahoue,sinfra,kononfla,non communal,60150,KOUADIOKRO GOLY,KOUADIOKRO GOLY,Rural,sinfra,147.8354037267081,Matched (3)
473,6,10,marahoue,marahoue,sinfra,sinfra,non communal,60320,TIEZANKRO 2,BELLE VILLE,Rural,sinfra,147.8354037267081,Matched (3)
469,1,10,marahoue,marahoue,sinfra,kononfla,non communal,60150,KOUADIOKRO,KOUADIOKRO,Rural,sinfra,147.8354037267081,Matched (3)
468,10,10,marahoue,marahoue,sinfra,kononfla,non communal,60040,DIENEMBROUFLA,TINGUEKRO,Rural,sinfra,147.8354037267081,Matched (3)
468,4,10,marahoue,marahoue,sinfra,kononfla,non communal,60040,DIENEBROUFLA,BONIYAOKRO,Rural,sinfra,147.8354037267081,Matched (3)
467,2,10,marahoue,marahoue,sinfra,kononfla,non communal,40170,KONONFLA,RESIDENTIEL,Urbain,sinfra,147.8354037267081,Matched (3)
473,7,10,marahoue,marahoue,sinfra,sinfra,non communal,60320,TIENZANKRO 2,,Rural,sinfra,147.8354037267081,Matched (3)
471,2,10,marahoue,marahoue,sinfra,sinfra,non communal,60120,SINFRA,KOFFIKRO,Rural,sinfra,147.8354037267081,Matched (3)
470,2,10,marahoue,marahoue,sinfra,sinfra,communal,310,SINFRA,DIOULABOUGOU,Urbain,sinfra,147.8354037267081,Matched (3)
467,8,10,marahoue,marahoue,sinfra,kononfla,non communal,40170,KONONFLA,RESIDENTIEL,Urbain,sinfra,147.8354037267081,Matched (3)
471,5,10,marahoue,marahoue,sinfra,sinfra,non communal,60120,SINFRA,FOFANANFLA,Rural,sinfra,147.8354037267081,Matched (3)
468,12,10,marahoue,marahoue,sinfra,kononfla,non communal,60040,DIENEMBROUFLA,TINGUEKRO,Rural,sinfra,147.8354037267081,Matched (3)
471,9,10,marahoue,marahoue,sinfra,sinfra,non communal,60140,SINFRA,YAOBAKANKRO,Rural,sinfra,147.8354037267081,Matched (3)
471,7,10,marahoue,marahoue,sinfra,sinfra,non communal,60120,KOUADIOKRO,DJIBOFLA,Rural,sinfra,147.8354037267081,Matched (3)
470,9,10,marahoue,marahoue,sinfra,sinfra,communal,310,SINFRA,DIOULABOUGOU,Urbain,sinfra,147.8354037267081,Matched (3)
472,1,10,marahoue,marahoue,sinfra,sinfra,non communal,60170,OUEDRAOGO SALIF,OUEDRAOGO SALIF,Rural,sinfra,147.8354037267081,Matched (3)
471,3,10,marahoue,marahoue,sinfra,sinfra,non communal,60120,SINFRA,GOOREFLA,Rural,sinfra,147.8354037267081,Matched (3)
470,11,10,marahoue,marahoue,sinfra,sinfra,communal,310,SINFRA,DIOULABOUGOU,Urbain,sinfra,147.8354037267081,Matched (3)
472,5,10,marahoue,marahoue,sinfra,sinfra,non communal,60170,SINFRA,KONE SOULEYMANE,Rural,sinfra,147.8354037267081,Matched (3)
473,9,10,marahoue,marahoue,sinfra,sinfra,communal,60230,TIEZANKRO2,,Rural,sinfra,147.8354037267081,Matched (3)
467,1,10,marahoue,marahoue,sinfra,kononfla,non communal,40170,KONONFLA,RESIDENTIEL,Urbain,sinfra,147.8354037267081,Matched (3)
467,11,10,marahoue,marahoue,sinfra,kononfla,non communal,40170,KONONFLA,RESIDENTIEL,Urbain,sinfra,147.8354037267081,Matched (3)
474,1,10,marahoue,marahoue,sinfra,sinfra,communal,60360,PORABENEFLA,DENENOUFLA,Rural,sinfra,147.8354037267081,Matched (3)
469,12,10,marahoue,marahoue,sinfra,kononfla,non communal,60150,KOUADIOKRO,KOUADIOKRO,Rural,sinfra,147.8354037267081,Matched (3)
475,11,10,marahoue,marahoue,sinfra,sinfra,non communal,60440,SINFRA,KOUADIOTEKRO,Rural,sinfra,147.8354037267081,Matched (3)
470,1,10,marahoue,marahoue,sinfra,sinfra,communal,310,SINFRA,DIOULABOUGOU,Urbain,sinfra,147.8354037267081,Matched (3)
474,2,10,marahoue,marahoue,sinfra,sinfra,communal,60360,PORABENEFLA,DENOU OUNFLA,Rural,sinfra,147.8354037267081,Matched (3)
470,10,10,marahoue,marahoue,sinfra,sinfra,communal,310,SINFRA,DIOULABOUGOU,Urbain,sinfra,147.8354037267081,Matched (3)
468,3,10,marahoue,marahoue,sinfra,kononfla,non communal,60040,DIENEMBROUFLA,BONIYAOKRO,Rural,sinfra,147.8354037267081,Matched (3)
474,4,10,marahoue,marahoue,sinfra,sinfra,communal,60360,PORABENEFLA,TONFLA,Rural,sinfra,147.8354037267081,Matched (3)
475,3,10,marahoue,marahoue,sinfra,sinfra,non communal,60440,SINFRA,KOUADIOTEKRO,Rural,sinfra,147.8354037267081,Matched (3)
475,5,10,marahoue,marahoue,sinfra,sinfra,non communal,60440,SINFRA,KOUADIOTEKRO,Rural,sinfra,147.8354037267081,Matched (3)
474,10,10,marahoue,marahoue,sinfra,sinfra,communal,60360,PORABENEFLA,DIOULABOUGOU,Rural,sinfra,147.8354037267081,Matched (3)
473,10,10,marahoue,marahoue,sinfra,sinfra,communal,60230,BROUFLA,KOUAMEZRA,Rural,sinfra,147.8354037267081,Matched (3)
466,3,10,marahoue,marahoue,sinfra,bazre,non communal,60080,GOHOUO,BERTHEDOUGOU,Rural,sinfra,147.8354037267081,Matched (3)
472,2,10,marahoue,marahoue,sinfra,sinfra,non communal,60170,MAMADOU BALLO,MAMADOU BALLO,Rural,sinfra,147.8354037267081,Matched (3)
473,1,10,marahoue,marahoue,sinfra,sinfra,non communal,60230,BROUFLA,KOUAMEZRA,Rural,sinfra,147.8354037267081,Matched (3)
473,2,10,marahoue,marahoue,sinfra,sinfra,communal,60230,BROUFLA,KOUAMEZRA,Rural,sinfra,147.8354037267081,Matched (3)
468,7,10,marahoue,marahoue,sinfra,kononfla,non communal,60040,DIENEMBROUBLA,AHOUSSIAKRO,Rural,sinfra,147.8354037267081,Matched (3)
475,6,10,marahoue,marahoue,sinfra,sinfra,non communal,60440,SINFRA,KOUADIOTEKRO,Rural,sinfra,147.8354037267081,Matched (3)
